sequence_number,V_allele,D_allele,J_allele
31821,ighv2-70*10,ighd3-3*01,ighj5*02
31822,ighv3-23*04,ighd2-2*01,ighj4*03
31823,ighv3-62*04,ighd1-26*01,ighj4*03
31824,ighv1-69-2*01,ighd4-17*01,ighj4*03
31825,ighv3-64*05,ighd4-4*01,ighj4*02
31826,ighv1-46*04,ighd3-9*01,ighj4*03
31827,ighv1-18*03,ighd5-18*01,ighj6*04
31828,ighv3-15*05,ighd6-13*01,ighj6*04
31829,ighv3-48*04,ighd1-7*01,ighj4*03
31830,ighv3-43*02,ighd3-22*01,ighj4*02
31831,ighv3-62*04,ighd6-25*01,ighj4*03
31832,ighv1-24*01,ighd6-13*01,ighj5*02
31833,ighv1-2*06,ighd3-3*01,ighj4*02
31834,ighv1-58*02,ighd2-8*02,ighj5*01
31835,ighv3-74*02,ighd4-17*01,ighj4*03
31836,ighv3-72*01,ighd5-5*01,ighj3*01
31837,ighv1-46*03,ighd4-17*01,ighj5*02
31838,ighv1-8*02,ighd3-22*01,ighj4*03
31839,ighv1-58*01,ighd3-10*01,ighj4*02
31840,ighv7-4-1*02,ighd3-22*01,ighj4*02
31841,ighv1-46*03,ighd3-16*01,ighj6*04
31842,ighv1-69d*01,ighd4-4*01,ighj4*02
31843,ighv3-74*03,ighd6-13*01,ighj4*02
31844,ighv3-64*05,ighd3-10*01,ighj4*02
31845,ighv2-70*10,ighd2-2*02,ighj4*02
31846,ighv1-69-2*01,ighd1-1*01,ighj3*01
31847,ighv4-4*08,ighd3-16*02,ighj4*03
31848,ighv3-23d*01,ighd2-15*01,ighj6*04
31849,ighv3-23*01,ighd3-16*01,ighj4*02
31850,ighv1-69d*01,ighd3-9*01,ighj4*02
31851,ighv2-70*20,ighd1-20*01,ighj4*03
31852,ighv3-43*01,ighd3-9*01,ighj4*03
31853,ighv6-1*01,ighd3-16*01,ighj6*04
31854,ighv3-64d*06,ighd3-3*02,ighj3*02
31855,ighv1-46*03,ighd3-10*01,ighj3*01
31856,ighv1-8*02,ighd4-17*01,ighj5*01
31857,ighv2-26*03,ighd4-4*01,ighj4*02
31858,ighv1-18*04,ighd3-10*02,ighj6*01
31859,ighv4-4*01,ighd2-21*01,ighj4*02
31860,ighv2-26*03,ighd6-25*01,ighj6*04
31861,ighv1-24*01,ighd3-9*01,ighj4*02
31862,ighv1-24*01,ighd2-21*01,ighj5*02
31863,ighv3-74*02,ighd3-10*02,ighj4*03
31864,ighv3-43*02,ighd5-18*01,ighj3*01
31865,ighv3-30*03,ighd3-9*01,ighj3*01
31866,ighv1-2*07,ighd6-19*01,ighj5*01
31867,ighv3-13*05,ighd4-4*01,ighj4*03
31868,ighv2-70d*14,ighd2-15*01,ighj4*02
31869,ighv3-9*02,ighd3-3*02,ighj5*01
31870,ighv1-8*01,ighd5-12*01,ighj4*02
31871,ighv1-69d*01,ighd4-17*01,ighj5*01
31872,ighv4-61*08,ighd1-1*01,ighj4*03
31873,ighv3-72*01,ighd2-15*01,ighj5*02
31874,ighv1-2*07,ighd4-4*01,ighj4*03
31875,ighv1-24*01,ighd3-22*01,ighj4*03
31876,ighv3-73*01,ighd4-4*01,ighj4*03
31877,ighv1-58*02,ighd1-1*01,ighj4*03
31878,ighv3-nl1*01,ighd2-15*01,ighj4*03
31879,ighv1-2*07,ighd2-8*02,ighj6*01
31880,ighv3-23*01,ighd2-21*01,ighj4*02
31881,ighv3-20*01,ighd2-2*01,ighj4*03
31882,ighv3-66*01,ighd4-4*01,ighj4*03
31883,ighv3-30*03,ighd3-10*01,ighj4*02
31884,ighv3-62*04,ighd3-16*02,ighj4*03
31885,ighv3-23*01,ighd5-18*01,ighj4*02
31886,ighv1-69*14,ighd3-3*02,ighj6*01
31887,ighv2-26*03,ighd6-13*01,ighj5*02
31888,ighv1-58*01,ighd3-10*01,ighj5*02
31889,ighv7-4-1*02,ighd2-15*01,ighj4*02
31890,ighv1-3*03,ighd1-20*01,ighj4*03
31891,ighv1-46*03,ighd3-9*01,ighj3*01
31892,ighv3-13*01,ighd2-2*02,ighj4*02
31893,ighv1-46*04,ighd1-1*01,ighj4*03
31894,ighv1-58*01,ighd3-10*01,ighj4*02
31895,ighv7-4-1*01,ighd1-7*01,ighj4*03
31896,ighv1-45*01,ighd5-5*01,ighj4*03
31897,ighv1-2*06,ighd2-15*01,ighj3*01
31898,ighv1-69d*01,ighd6-6*01,ighj4*03
31899,ighv1-24*01,ighd1-7*01,ighj4*02
31900,ighv1-24*01,ighd3-9*01,ighj5*01
31901,ighv1-18*04,ighd3-22*01,ighj4*03
31902,ighv3-35*02,ighd3-10*02,ighj6*01
31903,ighv1-8*02,ighd1-20*01,ighj3*02
31904,ighv3-33*06,ighd3-10*01,ighj4*02
31905,ighv1-58*01,ighd3-9*01,ighj6*04
31906,ighv3-11*05,ighd6-25*01,ighj6*04
31907,ighv7-4-1*01,ighd4-4*01,ighj6*01
31908,ighv1-3*02,ighd3-10*01,ighj6*04
31909,ighv4-61*08,ighd3-16*02,ighj4*03
31910,ighv1-46*04,ighd7-27*01,ighj4*03
31911,ighv3-66*03,ighd6-6*01,ighj3*01
31912,ighv3-nl1*01,ighd3-9*01,ighj3*02
31913,ighv3-11*05,ighd2-2*02,ighj6*04
31914,ighv1-69-2*01,ighd1-20*01,ighj4*02
31915,ighv2-26*02,ighd2-21*02,ighj6*01
31916,ighv2-70*10,ighd3-3*01,ighj4*02
31917,ighv3-13*05,ighd6-25*01,ighj4*03
31918,ighv3-30*04,ighd4-17*01,ighj3*02
31919,ighv1-69-2*01,ighd6-13*01,ighj6*04
31920,ighv1-69*09,ighd1-26*01,ighj3*01
31921,ighv1-8*02,ighd3-16*02,ighj4*03
31922,ighv3-64d*09,ighd6-19*01,ighj4*02
31923,ighv2-70d*14,ighd3-10*01,ighj2*01
31924,ighv2-70*10,ighd1-26*01,ighj3*01
31925,ighv2-5*01,ighd3-10*01,ighj4*02
31926,ighv3-62*04,ighd6-25*01,ighj3*01
31927,ighv1-8*01,ighd6-13*01,ighj3*01
31928,ighv1-69d*01,ighd2-21*01,ighj4*02
31929,ighv2-26*03,ighd3-9*01,ighj4*02
31930,ighv2-26*02,ighd5-18*01,ighj6*01
31931,ighv1-46*04,ighd2-8*02,ighj4*03
31932,ighv2-70*20,ighd3-9*01,ighj4*03
31933,ighv1-8*01,ighd3-3*01,ighj2*01
31934,ighv2-70*10,ighd2-2*02,ighj4*02
31935,ighv3-21*06,ighd6-6*01,ighj5*01
31936,ighv4-31*02,ighd4-4*01,ighj6*01
31937,ighv4-34*10,ighd7-27*01,ighj4*03
31938,ighv2-70*10,ighd1-26*01,ighj6*04
31939,ighv2-5*02,ighd4-4*01,ighj6*01
31940,ighv1-3*03,ighd1-20*01,ighj5*01
31941,ighv1-69*09,ighd3-16*01,ighj6*04
31942,ighv2-70d*04,ighd1-26*01,ighj2*01
31943,ighv3-35*02,ighd3-3*02,ighj6*01
31944,ighv3-30-3*02,ighd6-13*01,ighj4*03
31945,ighv3-74*03,ighd1-7*01,ighj4*02
31946,ighv2-70d*04,ighd6-25*01,ighj4*03
31947,ighv1-24*01,ighd3-3*02,ighj6*01
31948,ighv1-69*09,ighd5-5*01,ighj6*04
31949,ighv3-11*05,ighd2-8*01,ighj5*02
31950,ighv1-8*02,ighd3-9*01,ighj5*01
31951,ighv3-49*05,ighd3-10*02,ighj4*03
31952,ighv5-51*03,ighd2-21*01,ighj4*02
31953,ighv2-70d*14,ighd3-9*01,ighj4*02
31954,ighv3-13*05,ighd1-20*01,ighj4*03
31955,ighv2-70d*14,ighd3-22*01,ighj4*02
31956,ighv3-15*05,ighd3-10*01,ighj3*01
31957,ighv1-18*03,ighd5-5*01,ighj5*02
31958,ighv3-23d*01,ighd2-15*01,ighj4*03
31959,ighv2-70*10,ighd5-12*01,ighj4*02
31960,ighv3-9*02,ighd6-6*01,ighj4*03
31961,ighv7-4-1*01,ighd1-1*01,ighj4*03
31962,ighv3-30-3*03,ighd3-10*01,ighj1*01
31963,ighv1-24*01,ighd2-15*01,ighj4*03
31964,ighv1-24*01,ighd2-15*01,ighj4*03
31965,ighv2-70*20,ighd3-9*01,ighj4*03
31966,ighv1-18*04,ighd3-3*02,ighj5*01
31967,ighv3-73*02,ighd5-12*01,ighj5*02
31968,ighv1-69d*01,ighd5-12*01,ighj3*02
31969,ighv1-8*01,ighd4-17*01,ighj4*02
31970,ighv6-1*02,ighd4-4*01,ighj4*03
31971,ighv3-7*05,ighd1-7*01,ighj3*01
31972,ighv3-53*01,ighd3-22*01,ighj4*02
31973,ighv3-30-3*03,ighd4-17*01,ighj3*01
31974,ighv1-24*01,ighd6-6*01,ighj4*02
31975,ighv1-69d*01,ighd1-7*01,ighj4*02
31976,ighv3-66*01,ighd3-22*01,ighj6*01
31977,ighv3-48*04,ighd3-10*02,ighj6*01
31978,ighv1-24*01,ighd4-4*01,ighj3*02
31979,ighv2-70*20,ighd2-8*02,ighj5*01
31980,ighv1-18*03,ighd1-26*01,ighj4*02
31981,ighv2-70*20,ighd3-10*02,ighj4*03
31982,ighv1-24*01,ighd1-1*01,ighj5*02
31983,ighv1-46*04,ighd1-1*01,ighj4*03
31984,ighv1-69*09,ighd4-4*01,ighj4*02
31985,ighv1-45*01,ighd6-13*01,ighj5*01
31986,ighv3-62*04,ighd5-12*01,ighj6*04
31987,ighv1-46*04,ighd1-20*01,ighj6*01
31988,ighv1-24*01,ighd6-25*01,ighj3*02
31989,ighv2-70*10,ighd3-9*01,ighj3*01
31990,ighv2-5*02,ighd6-19*01,ighj4*03
31991,ighv1-46*03,ighd1-1*01,ighj6*04
31992,ighv1-69*14,ighd3-9*01,ighj3*02
31993,ighv1-2*07,ighd2-2*01,ighj4*03
31994,ighv1-45*01,ighd6-6*01,ighj4*03
31995,ighv1-69d*01,ighd6-13*01,ighj4*03
31996,ighv2-26*02,ighd1-26*01,ighj4*03
31997,ighv2-26*03,ighd6-6*01,ighj2*01
31998,ighv2-5*02,ighd3-10*02,ighj5*01
31999,ighv3-30-5*02,ighd6-19*01,ighj3*02
32000,ighv1-46*04,ighd1-20*01,ighj4*03
32001,ighv3-30-5*02,ighd4-17*01,ighj6*01
32002,ighv1-58*02,ighd3-3*02,ighj4*03
32003,ighv2-5*01,ighd3-22*01,ighj6*04
32004,ighv3-13*01,ighd1-26*01,ighj6*04
32005,ighv4-34*10,ighd3-3*02,ighj4*03
32006,ighv1-46*04,ighd3-16*02,ighj4*03
32007,ighv1-24*01,ighd3-10*01,ighj4*02
32008,ighv3-20*04,ighd3-10*01,ighj5*02
32009,ighv1-3*02,ighd4-17*01,ighj5*02
32010,ighv1-2*07,ighd6-13*01,ighj4*03
32011,ighv4-4*08,ighd5-5*01,ighj5*01
32012,ighv5-10-1*04,ighd3-3*02,ighj4*03
32013,ighv1-69*14,ighd4-4*01,ighj6*01
32014,ighv1-24*01,ighd6-6*01,ighj4*02
32015,ighv1-24*01,ighd1-7*01,ighj4*03
32016,ighv3-15*06,ighd2-8*02,ighj6*01
32017,ighv3-20*04,ighd7-27*01,ighj4*02
32018,ighv3-43d*03,ighd1-1*01,ighj6*01
32019,ighv3-20*04,ighd2-21*01,ighj4*02
32020,ighv3-11*06,ighd3-16*02,ighj5*01
32021,ighv5-51*03,ighd5-12*01,ighj4*02
32022,ighv3-49*01,ighd2-21*01,ighj4*02
32023,ighv1-3*02,ighd2-21*01,ighj4*02
32024,ighv5-10-1*04,ighd6-19*01,ighj4*03
32025,ighv3-62*04,ighd2-21*01,ighj5*02
32026,ighv3-30-5*02,ighd6-6*01,ighj4*03
32027,ighv1-3*02,ighd2-2*02,ighj4*02
32028,ighv1-69d*01,ighd3-10*01,ighj4*02
32029,ighv3-30*03,ighd3-16*01,ighj4*02
32030,ighv3-11*06,ighd2-21*02,ighj4*03
32031,ighv2-26*02,ighd1-7*01,ighj4*03
32032,ighv3-43*02,ighd1-26*01,ighj4*02
32033,ighv1-46*04,ighd3-10*02,ighj6*01
32034,ighv7-4-1*01,ighd2-8*02,ighj4*03
32035,ighv2-70*20,ighd6-25*01,ighj4*03
32036,ighv2-70d*04,ighd2-2*01,ighj4*03
32037,ighv1-24*01,ighd3-10*01,ighj6*04
32038,ighv3-62*04,ighd3-16*02,ighj4*03
32039,ighv2-70d*04,ighd3-10*02,ighj5*01
32040,ighv3-49*05,ighd3-16*02,ighj5*01
32041,ighv2-26*02,ighd6-25*01,ighj4*03
32042,ighv3-20*04,ighd1-1*01,ighj4*02
32043,ighv1-24*01,ighd6-19*01,ighj4*02
32044,ighv2-70*20,ighd5-5*01,ighj5*01
32045,ighv3-30-5*01,ighd6-6*01,ighj3*01
32046,ighv3-49*05,ighd1-1*01,ighj4*03
32047,ighv3-62*04,ighd4-17*01,ighj6*04
32048,ighv1-8*01,ighd2-2*02,ighj5*02
32049,ighv1-69*09,ighd3-3*01,ighj4*02
32050,ighv1-8*02,ighd3-3*02,ighj4*03
32051,ighv1-2*07,ighd5-18*01,ighj4*03
32052,ighv4-61*08,ighd3-10*02,ighj4*03
32053,ighv2-26*03,ighd6-19*01,ighj4*02
32054,ighv1-3*03,ighd6-19*01,ighj4*03
32055,ighv1-18*04,ighd2-15*01,ighj4*03
32056,ighv1-24*01,ighd6-25*01,ighj6*04
32057,ighv2-70d*14,ighd3-10*01,ighj6*04
32058,ighv1-18*03,ighd3-22*01,ighj6*04
32059,ighv1-2*07,ighd6-6*01,ighj6*01
32060,ighv2-70d*14,ighd3-3*01,ighj3*01
32061,ighv1-8*02,ighd2-15*01,ighj4*03
32062,ighv2-26*03,ighd4-17*01,ighj3*01
32063,ighv1-69d*01,ighd2-15*01,ighj4*02
32064,ighv1-69-2*01,ighd3-3*01,ighj5*02
32065,ighv3-13*01,ighd5-5*01,ighj6*04
32066,ighv3-23*01,ighd2-15*01,ighj4*02
32067,ighv1-3*03,ighd3-22*01,ighj5*01
32068,ighv3-35*02,ighd4-4*01,ighj4*03
32069,ighv1-2*06,ighd3-10*01,ighj4*02
32070,ighv2-70*20,ighd5-18*01,ighj4*03
32071,ighv3-15*05,ighd5-5*01,ighj5*02
32072,ighv3-43*02,ighd3-22*01,ighj6*04
32073,ighv3-15*05,ighd1-26*01,ighj4*02
32074,ighv1-69-2*01,ighd3-3*02,ighj4*03
32075,ighv1-45*01,ighd1-26*01,ighj6*01
32076,ighv1-46*03,ighd1-20*01,ighj4*02
32077,ighv1-24*01,ighd6-19*01,ighj6*01
32078,ighv3-11*06,ighd3-16*02,ighj5*01
32079,ighv1-45*01,ighd1-7*01,ighj5*01
32080,ighv2-5*02,ighd4-4*01,ighj4*03
32081,ighv5-51*07,ighd4-4*01,ighj4*03
32082,ighv2-70*10,ighd4-4*01,ighj4*02
32083,ighv1-2*07,ighd3-9*01,ighj4*03
32084,ighv3-74*03,ighd3-16*01,ighj6*04
32085,ighv1-69*09,ighd2-8*01,ighj5*02
32086,ighv3-43*01,ighd3-3*02,ighj4*03
32087,ighv3-30-3*03,ighd1-26*01,ighj4*02
32088,ighv1-2*07,ighd6-25*01,ighj6*01
32089,ighv1-45*01,ighd2-2*01,ighj4*03
32090,ighv1-45*02,ighd4-4*01,ighj3*01
32091,ighv3-49*05,ighd1-20*01,ighj3*02
32092,ighv2-70*20,ighd2-8*02,ighj4*03
32093,ighv3-43*02,ighd2-2*02,ighj5*02
32094,ighv3-23*04,ighd6-19*01,ighj3*02
32095,ighv3-33*02,ighd3-9*01,ighj4*03
32096,ighv1-58*02,ighd3-3*02,ighj4*03
32097,ighv1-8*02,ighd3-3*02,ighj5*01
32098,ighv5-10-1*03,ighd3-10*01,ighj4*02
32099,ighv2-70d*04,ighd2-21*02,ighj6*01
32100,ighv1-8*02,ighd4-17*01,ighj3*02
32101,ighv1-24*01,ighd2-2*01,ighj4*03
32102,ighv3-73*02,ighd6-6*01,ighj2*01
32103,ighv3-7*05,ighd2-15*01,ighj6*04
32104,ighv3-48*03,ighd1-26*01,ighj5*02
32105,ighv2-70d*04,ighd2-15*01,ighj4*03
32106,ighv1-24*01,ighd6-25*01,ighj6*04
32107,ighv4-30-2*05,ighd6-13*01,ighj4*03
32108,ighv1-58*01,ighd3-10*01,ighj4*02
32109,ighv4-39*01,ighd6-13*01,ighj4*03
32110,ighv1-24*01,ighd6-19*01,ighj4*03
32111,ighv2-70d*14,ighd6-19*01,ighj4*02
32112,ighv3-73*01,ighd5-5*01,ighj6*01
32113,ighv2-26*03,ighd3-22*01,ighj3*01
32114,ighv2-26*03,ighd1-1*01,ighj5*02
32115,ighv1-46*04,ighd5-18*01,ighj4*03
32116,ighv1-3*03,ighd6-19*01,ighj6*01
32117,ighv7-4-1*01,ighd3-3*02,ighj4*03
32118,ighv1-18*04,ighd6-19*01,ighj5*01
32119,ighv1-18*03,ighd2-8*01,ighj4*02
32120,ighv3-11*06,ighd6-13*01,ighj4*03
32121,ighv1-58*01,ighd3-16*01,ighj6*04
32122,ighv2-70*20,ighd3-10*02,ighj4*03
32123,ighv1-24*01,ighd1-7*01,ighj4*03
32124,ighv1-8*01,ighd3-3*01,ighj4*02
32125,ighv3-7*03,ighd6-6*01,ighj6*01
32126,ighv1-58*02,ighd4-4*01,ighj4*03
32127,ighv1-69*14,ighd3-3*02,ighj5*01
32128,ighv3-13*05,ighd3-3*02,ighj4*03
32129,ighv1-24*01,ighd6-25*01,ighj4*02
32130,ighv1-18*04,ighd1-7*01,ighj4*03
32131,ighv1-69d*01,ighd1-26*01,ighj4*03
32132,ighv1-69*09,ighd2-21*01,ighj4*02
32133,ighv3-20*01,ighd6-6*01,ighj6*01
32134,ighv1-8*02,ighd1-1*01,ighj5*01
32135,ighv3-23d*01,ighd3-3*02,ighj6*01
32136,ighv3-23*04,ighd3-9*01,ighj4*03
32137,ighv1-24*01,ighd6-25*01,ighj4*03
32138,ighv2-70*20,ighd2-8*02,ighj5*01
32139,ighv1-46*04,ighd6-25*01,ighj6*01
32140,ighv1-69*14,ighd1-1*01,ighj4*03
32141,ighv2-5*01,ighd5-5*01,ighj4*02
32142,ighv1-46*03,ighd4-4*01,ighj4*02
32143,ighv1-69d*01,ighd3-22*01,ighj4*03
32144,ighv4-61*08,ighd3-22*01,ighj5*01
32145,ighv3-64d*06,ighd5-5*01,ighj4*03
32146,ighv1-69-2*01,ighd1-1*01,ighj4*03
32147,ighv3-43d*03,ighd5-18*01,ighj4*03
32148,ighv2-70*10,ighd2-8*01,ighj4*02
32149,ighv4-38-2*01,ighd3-9*01,ighj4*02
32150,ighv1-46*03,ighd2-8*01,ighj4*02
32151,ighv3-15*05,ighd3-16*01,ighj4*02
32152,ighv3-72*01,ighd6-13*01,ighj3*02
32153,ighv1-58*01,ighd3-16*01,ighj3*01
32154,ighv3-53*02,ighd2-2*01,ighj4*03
32155,ighv1-8*01,ighd2-21*01,ighj4*02
32156,ighv3-62*04,ighd2-8*02,ighj3*02
32157,ighv3-53*02,ighd1-20*01,ighj1*01
32158,ighv2-26*03,ighd3-3*01,ighj4*02
32159,ighv6-1*02,ighd4-4*01,ighj5*01
32160,ighv3-49*01,ighd1-26*01,ighj4*02
32161,ighv2-26*03,ighd5-18*01,ighj5*02
32162,ighv1-3*02,ighd3-22*01,ighj4*02
32163,ighv1-18*03,ighd6-19*01,ighj4*02
32164,ighv3-62*04,ighd1-1*01,ighj4*02
32165,ighv2-70*20,ighd3-3*02,ighj4*03
32166,ighv3-7*05,ighd3-16*01,ighj3*01
32167,ighv3-62*04,ighd6-25*01,ighj6*04
32168,ighv3-23d*01,ighd1-7*01,ighj5*02
32169,ighv1-18*04,ighd6-25*01,ighj6*01
32170,ighv1-69*09,ighd1-1*01,ighj4*02
32171,ighv3-7*03,ighd1-20*01,ighj4*03
32172,ighv1-46*03,ighd4-4*01,ighj4*02
32173,ighv2-70*20,ighd3-10*02,ighj4*03
32174,ighv3-43*01,ighd2-8*02,ighj1*01
32175,ighv1-18*04,ighd3-16*02,ighj2*01
32176,ighv7-4-1*02,ighd6-6*01,ighj4*02
32177,ighv1-2*06,ighd5-5*01,ighj3*01
32178,ighv3-53*01,ighd2-2*02,ighj6*04
32179,ighv1-45*01,ighd4-4*01,ighj5*01
32180,ighv3-64d*09,ighd3-9*01,ighj3*01
32181,ighv1-69*09,ighd3-10*01,ighj3*01
32182,ighv1-69*09,ighd6-6*01,ighj3*01
32183,ighv1-3*02,ighd1-26*01,ighj5*02
32184,ighv3-35*02,ighd6-19*01,ighj6*01
32185,ighv1-45*02,ighd4-17*01,ighj5*02
32186,ighv1-46*04,ighd4-4*01,ighj4*03
32187,ighv1-8*02,ighd6-25*01,ighj5*01
32188,ighv1-8*01,ighd3-10*01,ighj6*04
32189,ighv3-7*05,ighd3-10*01,ighj4*02
32190,ighv3-30*03,ighd3-16*01,ighj4*02
32191,ighv1-8*02,ighd3-10*02,ighj5*01
32192,ighv3-21*06,ighd1-26*01,ighj4*03
32193,ighv3-62*04,ighd3-22*01,ighj2*01
32194,ighv4-61*02,ighd6-25*01,ighj3*01
32195,ighv3-23d*01,ighd5-18*01,ighj4*02
32196,ighv1-24*01,ighd1-26*01,ighj1*01
32197,ighv5-10-1*03,ighd3-16*01,ighj4*02
32198,ighv1-18*03,ighd2-15*01,ighj6*04
32199,ighv1-3*03,ighd4-17*01,ighj4*03
32200,ighv1-45*01,ighd2-8*02,ighj3*02
32201,ighv3-30*04,ighd3-10*02,ighj4*03
32202,ighv1-58*01,ighd3-16*01,ighj4*02
32203,ighv4-30-2*03,ighd3-10*01,ighj4*02
32204,ighv2-26*03,ighd6-13*01,ighj4*02
32205,ighv3-35*02,ighd3-10*01,ighj6*04
32206,ighv1-58*02,ighd2-2*01,ighj4*03
32207,ighv1-3*02,ighd5-12*01,ighj4*02
32208,ighv3-20*04,ighd6-6*01,ighj4*02
32209,ighv3-33*02,ighd1-26*01,ighj4*03
32210,ighv1-58*02,ighd1-20*01,ighj4*03
32211,ighv3-53*02,ighd1-7*01,ighj6*01
32212,ighv3-nl1*01,ighd3-16*01,ighj5*02
32213,ighv1-58*02,ighd3-10*02,ighj5*01
32214,ighv1-69d*01,ighd6-6*01,ighj2*01
32215,ighv4-30-4*01,ighd6-13*01,ighj6*04
32216,ighv3-64d*06,ighd2-8*02,ighj4*03
32217,ighv7-4-1*01,ighd3-3*02,ighj3*02
32218,ighv2-70*10,ighd3-22*01,ighj4*02
32219,ighv1-69*09,ighd3-9*01,ighj4*02
32220,ighv1-24*01,ighd2-8*02,ighj4*03
32221,ighv1-69-2*01,ighd1-26*01,ighj6*01
32222,ighv3-43*02,ighd1-20*01,ighj4*02
32223,ighv3-30*03,ighd2-15*01,ighj3*01
32224,ighv1-18*04,ighd2-8*02,ighj4*03
32225,ighv3-23d*01,ighd3-3*01,ighj4*02
32226,ighv1-18*03,ighd3-3*01,ighj6*04
32227,ighv3-21*02,ighd1-20*01,ighj6*04
32228,ighv3-11*06,ighd2-2*01,ighj3*02
32229,ighv5-51*07,ighd4-4*01,ighj3*02
32230,ighv3-64*03,ighd4-17*01,ighj5*01
32231,ighv2-70d*04,ighd3-22*01,ighj4*03
32232,ighv1-3*02,ighd2-21*01,ighj6*04
32233,ighv5-10-1*03,ighd7-27*01,ighj2*01
32234,ighv3-nl1*01,ighd1-26*01,ighj5*01
32235,ighv6-1*02,ighd1-1*01,ighj4*03
32236,ighv1-69-2*01,ighd3-10*02,ighj6*01
32237,ighv3-7*03,ighd3-9*01,ighj6*01
32238,ighv4-4*01,ighd6-19*01,ighj4*02
32239,ighv1-45*02,ighd6-19*01,ighj4*02
32240,ighv1-18*04,ighd6-19*01,ighj4*03
32241,ighv3-11*05,ighd3-10*01,ighj6*04
32242,ighv1-3*02,ighd6-6*01,ighj6*04
32243,ighv5-10-1*03,ighd3-22*01,ighj6*04
32244,ighv1-8*01,ighd1-20*01,ighj4*02
32245,ighv1-58*01,ighd1-1*01,ighj3*01
32246,ighv3-20*01,ighd6-6*01,ighj4*03
32247,ighv4-31*10,ighd4-4*01,ighj5*02
32248,ighv4-39*06,ighd1-20*01,ighj4*02
32249,ighv1-3*02,ighd4-4*01,ighj4*02
32250,ighv1-8*01,ighd3-22*01,ighj5*02
32251,ighv1-58*02,ighd1-26*01,ighj6*01
32252,ighv1-69-2*01,ighd4-4*01,ighj5*02
32253,ighv1-58*02,ighd7-27*01,ighj6*01
32254,ighv3-nl1*01,ighd1-1*01,ighj4*02
32255,ighv1-69d*01,ighd4-4*01,ighj4*02
32256,ighv1-69d*01,ighd3-9*01,ighj3*02
32257,ighv3-64d*09,ighd6-6*01,ighj4*02
32258,ighv3-21*06,ighd2-2*01,ighj3*02
32259,ighv3-43*01,ighd1-1*01,ighj6*01
32260,ighv1-69-2*01,ighd2-15*01,ighj5*01
32261,ighv2-5*02,ighd1-1*01,ighj4*03
32262,ighv3-43*01,ighd3-16*02,ighj3*02
32263,ighv2-5*02,ighd5-12*01,ighj4*03
32264,ighv3-43*01,ighd3-22*01,ighj6*01
32265,ighv1-46*03,ighd6-13*01,ighj4*02
32266,ighv1-2*07,ighd1-26*01,ighj5*01
32267,ighv3-64d*09,ighd3-10*01,ighj4*02
32268,ighv1-2*06,ighd6-19*01,ighj6*04
32269,ighv2-5*02,ighd1-26*01,ighj5*01
32270,ighv3-66*01,ighd3-3*02,ighj5*01
32271,ighv7-4-1*01,ighd3-9*01,ighj4*03
32272,ighv3-23d*01,ighd3-3*02,ighj5*01
32273,ighv1-8*01,ighd3-3*01,ighj4*02
32274,ighv3-66*03,ighd2-2*02,ighj4*02
32275,ighv1-69d*01,ighd3-3*02,ighj6*01
32276,ighv1-2*06,ighd6-13*01,ighj4*02
32277,ighv1-18*04,ighd3-10*02,ighj5*01
32278,ighv3-66*03,ighd3-9*01,ighj5*02
32279,ighv1-46*03,ighd2-15*01,ighj3*01
32280,ighv2-26*03,ighd3-22*01,ighj6*04
32281,ighv1-58*01,ighd1-7*01,ighj3*01
32282,ighv3-48*03,ighd1-20*01,ighj4*02
32283,ighv3-33*06,ighd5-18*01,ighj3*01
32284,ighv1-58*01,ighd1-26*01,ighj4*02
32285,ighv1-69d*01,ighd2-15*01,ighj3*01
32286,ighv1-3*03,ighd4-17*01,ighj4*03
32287,ighv1-69-2*01,ighd3-16*01,ighj4*02
32288,ighv5-51*07,ighd3-10*02,ighj4*03
32289,ighv1-3*02,ighd1-1*01,ighj6*04
32290,ighv1-2*06,ighd1-26*01,ighj4*02
32291,ighv1-24*01,ighd5-18*01,ighj4*02
32292,ighv2-26*03,ighd3-9*01,ighj4*02
32293,ighv2-70d*14,ighd1-26*01,ighj4*02
32294,ighv1-69-2*01,ighd5-18*01,ighj2*01
32295,ighv2-70*20,ighd3-3*02,ighj4*03
32296,ighv6-1*01,ighd5-18*01,ighj4*02
32297,ighv3-48*04,ighd6-13*01,ighj4*03
32298,ighv2-26*02,ighd3-16*02,ighj6*01
32299,ighv2-70d*14,ighd2-8*01,ighj6*04
32300,ighv3-33*06,ighd7-27*01,ighj6*04
32301,ighv3-30-5*02,ighd3-10*02,ighj3*02
32302,ighv1-18*03,ighd6-13*01,ighj6*04
32303,ighv2-70*20,ighd6-6*01,ighj5*01
32304,ighv1-18*03,ighd2-15*01,ighj2*01
32305,ighv2-26*03,ighd3-9*01,ighj3*01
32306,ighv6-1*01,ighd2-2*02,ighj4*02
32307,ighv2-70*20,ighd3-22*01,ighj4*03
32308,ighv3-43*02,ighd5-12*01,ighj6*04
32309,ighv1-69*14,ighd6-13*01,ighj4*03
32310,ighv5-10-1*04,ighd7-27*01,ighj6*01
32311,ighv1-46*04,ighd3-22*01,ighj4*03
32312,ighv1-69-2*01,ighd3-16*02,ighj4*03
32313,ighv1-24*01,ighd6-13*01,ighj3*01
32314,ighv1-46*04,ighd5-18*01,ighj3*02
